player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,season_start,pos_proxy,pts_lag1,reb_lag1,ast_lag1,ts_pct_lag1,usg_pct_lag1,net_rating_lag1,d_pts,d_ts,next_pts,next_reb,next_ast,next_ts_pct,improved_next_pts
Daniel Santiago,MIL,29.0,215.9,116.119552,Saint Vincent,Puerto Rico,Undrafted,Undrafted,Undrafted,11,2.0,1.7,0.1,-16.1,0.068,0.186,0.135,0.426,0.016,2004-05,2004,Big (proxy),4.0,2.4,0.4,0.536,0.153,2.9,-2.0,-0.11,,,,,0
Daniel Theis,BOS,30.0,205.74,111.13004,,Germany,Undrafted,Undrafted,Undrafted,47,8.2,4.9,0.9,-3.9,0.061,0.159,0.162,0.595,0.068,2021-22,2021,Big (proxy),9.6,5.5,1.7,0.609,0.154,-1.3,-1.4000000000000004,-0.014,,,,,0
Danilo Gallinari,ATL,33.0,208.28,107.047712,,Italy,2008,1,6,66,11.7,4.7,1.5,3.4,0.021,0.161,0.182,0.579,0.086,2021-22,2021,Big (proxy),13.3,4.1,1.5,0.613,0.211,2.7,-1.6000000000000014,-0.034,,,,,0
Danny Ferry,SAS,36.0,208.28,106.59412,Duke,USA,1989,1,2,64,1.9,1.2,0.3,2.5,0.039,0.107,0.119,0.4589999999999999,0.055,2002-03,2002,Big (proxy),4.6,1.8,1.0,0.594,0.127,9.5,-2.7,-0.135,,,,,0
Danny Fortson,SEA,31.0,203.2,117.93392,Cincinnati,USA,1997,1,10,14,2.9,3.1,0.1,0.5,0.104,0.256,0.152,0.56,0.01,2006-07,2006,Wing (proxy),3.8,3.4,0.1,0.622,0.158,8.9,-0.8999999999999999,-0.0619999999999999,,,,,0
Danny Granger,PHX,32.0,205.74,100.697424,New Mexico,USA,2005,1,17,30,6.3,2.7,0.6,-8.0,0.0409999999999999,0.1169999999999999,0.161,0.527,0.049,2014-15,2014,Big (proxy),8.2,3.2,1.0,0.502,0.198,5.5,-1.8999999999999997,0.025,,,,,0
Danny Green,CLE,36.0,198.12,97.52228,North Carolina,USA,2009,2,46,11,5.5,1.3,0.5,-5.5,0.023,0.08,0.187,0.617,0.065,2022-23,2022,Wing (proxy),5.9,2.5,1.0,0.561,0.121,3.0,-0.4000000000000003,0.0559999999999999,,,,,0
Danny Manning,DET,37.0,208.28,106.140528,Kansas,USA,1988,1,1,13,2.6,1.4,0.5,-0.7,0.079,0.155,0.216,0.491,0.152,2002-03,2002,Big (proxy),4.0,2.6,0.7,0.505,0.156,-2.1,-1.4,-0.014,,,,,0
Dante Cunningham,SAS,32.0,203.2,104.32616,Villanova,USA,2009,2,33,64,3.0,2.9,0.8,-8.2,0.049,0.148,0.086,0.585,0.072,2018-19,2018,Wing (proxy),5.7,4.1,0.7,0.539,0.114,-1.1,-2.7,0.0459999999999999,,,,,0
Dante Exum,CLE,24.0,195.58,97.068688,,Australia,2014,1,5,35,4.5,1.9,1.1,-8.8,0.024,0.109,0.145,0.5760000000000001,0.124,2019-20,2019,Wing (proxy),6.9,1.6,2.6,0.516,0.207,3.2,-2.4000000000000004,0.06,,,,,0
Danuel House Jr.,PHI,30.0,198.12,99.79024,Texas A&M,USA,Undrafted,Undrafted,Undrafted,56,4.8,1.7,0.8,0.3,0.012,0.107,0.133,0.6,0.074,2022-23,2022,Wing (proxy),5.9,2.6,1.0,0.555,0.146,3.8,-1.1000000000000003,0.0449999999999999,,,,,0
Dario Saric,OKC,29.0,208.28,102.0582,,Croatia,2014,1,12,57,6.4,3.6,1.3,1.6,0.064,0.195,0.186,0.583,0.131,2022-23,2022,Big (proxy),8.7,3.8,1.3,0.5670000000000001,0.218,11.5,-2.299999999999999,0.0159999999999999,,,,,0
Darius Bazley,PHX,23.0,205.74,97.975872,,USA,2019,1,23,43,5.2,3.2,0.9,-3.6,0.053,0.157,0.165,0.524,0.088,2022-23,2022,Big (proxy),10.8,6.3,1.4,0.515,0.18,-11.3,-5.6000000000000005,0.009,,,,,0
Darius Garland,CLE,23.0,185.42,87.089664,Vanderbilt,USA,2019,1,5,69,21.6,2.7,7.8,8.0,0.012,0.067,0.262,0.5870000000000001,0.3279999999999999,2022-23,2022,Guard (proxy),21.7,3.3,8.6,0.5760000000000001,0.272,6.6,-0.0999999999999978,0.011,,,,,0
Darius Miles,MEM,27.0,205.74,106.59412,,USA,2000,1,3,34,3.5,1.7,0.5,-13.2,0.076,0.158,0.211,0.5329999999999999,0.1159999999999999,2008-09,2008,Big (proxy),14.0,4.6,1.8,0.48,0.256,-8.9,-10.5,0.0529999999999999,,,,,0
Darius Miller,OKC,31.0,198.12,102.0582,Kentucky,USA,2012,2,46,18,4.1,1.3,1.2,7.2,0.011,0.103,0.127,0.685,0.151,2020-21,2020,Wing (proxy),8.2,1.9,2.1,0.55,0.131,-0.2,-4.1,0.135,,,,,0
Darius Morris,BKN,24.0,193.04,88.45044,Michigan,USA,2011,2,41,38,2.2,0.7,1.3,-11.2,0.025,0.077,0.1989999999999999,0.377,0.281,2014-15,2014,Guard (proxy),4.0,1.0,1.6,0.498,0.192,-12.1,-1.7999999999999998,-0.121,,,,,0
Darius Songaila,PHI,33.0,205.74,112.490816,Wake Forest,Lithuania,2002,2,49,10,1.6,1.0,0.2,-14.1,0.0289999999999999,0.157,0.128,0.477,0.044,2010-11,2010,Big (proxy),7.2,3.1,0.9,0.522,0.1969999999999999,-2.7,-5.6,-0.045,,,,,0
Darius Washington,SAS,22.0,187.96,88.45044,Memphis,USA,Undrafted,Undrafted,Undrafted,18,2.9,1.1,0.8,1.3,0.035,0.129,0.214,0.493,0.161,2007-08,2007,Guard (proxy),,,,,,,,,,,,,0
Darko Milicic,MIN,27.0,213.36,124.7378,,Serbia,2003,1,2,29,4.6,3.3,0.6,-5.9,0.079,0.143,0.171,0.4579999999999999,0.062,2011-12,2011,Big (proxy),8.8,5.2,1.5,0.482,0.1989999999999999,-6.7,-4.200000000000001,-0.024,,,,,0
Darnell Jackson,SAC,25.0,205.74,114.758776,Kansas,USA,2008,2,52,59,3.2,1.6,0.2,-5.8,0.103,0.106,0.175,0.521,0.048,2010-11,2010,Big (proxy),0.8,0.8,0.1,0.352,0.177,-12.4,2.4000000000000004,0.169,,,,,0
Darrell Armstrong,NJN,40.0,185.42,81.64656,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,50,2.5,1.3,1.5,-7.2,0.037,0.106,0.142,0.499,0.225,2007-08,2007,Guard (proxy),5.6,1.7,2.4,0.547,0.174,-2.1,-3.1,-0.048,,,,,0
Darrell Arthur,DEN,30.0,205.74,106.59412,Kansas,USA,2008,1,27,19,2.8,0.8,0.5,-10.5,0.021,0.087,0.188,0.5589999999999999,0.1009999999999999,2017-18,2017,Big (proxy),6.4,2.7,1.0,0.583,0.18,-0.4,-3.6000000000000005,-0.024,,,,,0
Darren Collison,IND,31.0,182.88,79.3786,UCLA,USA,2009,1,21,76,11.2,3.1,6.0,2.2,0.017,0.089,0.176,0.574,0.302,2018-19,2018,Guard (proxy),12.4,2.6,5.3,0.61,0.17,2.6,-1.200000000000001,-0.036,,,,,0
Darrick Martin,TOR,37.0,180.34,77.11064,UCLA,USA,Undrafted,Undrafted,Undrafted,17,1.6,0.4,1.2,15.9,0.024,0.033,0.153,0.296,0.21,2007-08,2007,Guard (proxy),3.0,0.4,1.4,0.455,0.228,-5.6,-1.4,-0.159,,,,,0
Darrin Hancock,ATL,25.0,200.66,92.98636,Kansas,USA,1994,2,38,24,1.8,0.8,0.5,-2.6,0.03,0.118,0.159,0.51,0.136,1996-97,1996,Wing (proxy),,,,,,,,,,,,,0
Darrun Hilliard,SAS,25.0,198.12,99.79024,Villanova,USA,2015,2,38,14,1.1,0.5,0.8,5.6,0.0,0.08,0.119,0.362,0.147,2017-18,2017,Wing (proxy),3.3,0.8,0.8,0.4589999999999999,0.196,-0.1,-2.2,-0.0969999999999999,,,,,0
Darvin Ham,DET,31.0,200.66,108.86208,Texas Tech,USA,Undrafted,Undrafted,Undrafted,47,1.0,0.7,0.1,-10.4,0.094,0.079,0.106,0.4539999999999999,0.035,2004-05,2004,Wing (proxy),1.8,1.7,0.3,0.531,0.121,2.5,-0.8,-0.0770000000000001,,,,,0
David Andersen,NOH,31.0,210.82,112.037224,,USA,2002,2,36,40,3.4,2.1,0.3,-0.4,0.069,0.213,0.187,0.513,0.054,2010-11,2010,Big (proxy),5.8,3.3,0.7,0.497,0.2019999999999999,1.8,-2.4,0.016,,,,,0
David Benoit,UTA,33.0,203.2,99.79024,Alabama,USA,Undrafted,Undrafted,Undrafted,49,3.6,1.7,0.4,-2.0,0.059,0.172,0.201,0.542,0.087,2000-01,2000,Wing (proxy),5.5,2.6,0.3,0.477,0.191,-0.6,-1.9,0.065,,,,,0
David Duke Jr.,BKN,23.0,193.04,92.532768,Providence,USA,Undrafted,Undrafted,Undrafted,23,3.7,1.3,0.9,-6.3,0.049,0.078,0.187,0.497,0.145,2022-23,2022,Guard (proxy),4.7,3.0,0.8,0.444,0.15,0.1,-1.0,0.0529999999999999,,,,,0
David Harrison,IND,25.0,213.36,127.00576,Colorado,USA,2004,1,29,55,4.2,2.1,0.3,1.4,0.066,0.113,0.165,0.539,0.03,2007-08,2007,Big (proxy),3.0,1.8,0.3,0.525,0.217,-12.0,1.2000000000000002,0.014,,,,,0
David Lee,SAS,34.0,205.74,111.13004,Florida,USA,2005,1,30,79,7.3,5.6,1.6,11.0,0.118,0.211,0.166,0.613,0.126,2016-17,2016,Big (proxy),7.8,5.5,1.5,0.568,0.215,-3.0,-0.5,0.045,,,,,0
David Noel,MIL,23.0,198.12,104.32616,North Carolina,USA,2006,2,39,68,2.7,1.8,1.0,-8.2,0.059,0.123,0.136,0.47,0.122,2006-07,2006,Wing (proxy),,,,,,,,,,,,,0
David Nwaba,HOU,29.0,195.58,99.336648,Cal Poly,USA,Undrafted,Undrafted,Undrafted,46,5.1,3.3,0.8,-9.0,0.061,0.179,0.15,0.5670000000000001,0.085,2021-22,2021,Wing (proxy),9.2,3.9,1.0,0.557,0.163,-1.3,-4.1,0.01,,,,,0
David Robinson,SAS,37.0,215.9,113.398,Navy,USA,1987,1,1,64,8.5,7.9,1.0,11.2,0.118,0.22,0.1669999999999999,0.531,0.057,2002-03,2002,Big (proxy),12.2,8.3,1.2,0.562,0.193,9.9,-3.6999999999999993,-0.031,,,,,0
David Roddy,MEM,22.0,193.04,115.66596,Colorado State,USA,2022,1,23,70,6.7,2.8,0.8,-1.9,0.037,0.107,0.163,0.519,0.064,2022-23,2022,Guard (proxy),,,,,,,,,,,,,0
David Vanterpool,WAS,28.0,195.58,90.7184,St. Bonaventure,USA,Undrafted,Undrafted,Undrafted,22,5.5,1.7,3.0,-1.3,0.043,0.064,0.181,0.462,0.254,2000-01,2000,Wing (proxy),,,,,,,,,,,,,0
David Vaughn,NJN,26.0,205.74,108.86208,Memphis,USA,1995,1,25,10,3.4,3.4,0.1,3.3,0.155,0.196,0.174,0.599,0.015,1998-99,1998,Big (proxy),4.1,3.8,0.5,0.48,0.184,-11.4,-0.6999999999999997,0.119,,,,,0
David Wesley,CLE,36.0,185.42,92.079176,Baylor,USA,Undrafted,Undrafted,Undrafted,35,2.1,1.0,1.1,0.8,0.011,0.1009999999999999,0.139,0.418,0.172,2006-07,2006,Guard (proxy),9.9,2.5,2.9,0.546,0.152,-1.9,-7.800000000000001,-0.128,,,,,0
David West,GSW,37.0,205.74,113.398,Xavier,USA,2003,1,18,73,6.8,3.3,1.9,1.9,0.072,0.163,0.223,0.6,0.22,2017-18,2017,Big (proxy),4.6,3.0,2.2,0.5710000000000001,0.1939999999999999,9.1,2.2,0.0289999999999999,,,,,0
David Wingate,NYK,35.0,195.58,84.821704,Georgetown,USA,1986,2,44,20,0.7,0.4,0.3,14.4,0.038,0.072,0.11,0.4379999999999999,0.086,1998-99,1998,Wing (proxy),2.6,1.4,0.6,0.494,0.156,-0.7,-1.9,-0.0560000000000001,,,,,0
David Wood,MIL,32.0,205.74,104.32616,Nevada-Reno,USA,Undrafted,Undrafted,Undrafted,46,1.2,0.6,0.3,3.9,0.026,0.128,0.1,0.621,0.085,1996-97,1996,Big (proxy),,,,,,,,,,,,,0
Davion Mitchell,SAC,24.0,182.88,91.625584,Baylor,USA,2021,1,9,80,5.6,1.3,2.3,2.7,0.012,0.062,0.14,0.545,0.173,2022-23,2022,Guard (proxy),11.5,2.2,4.2,0.489,0.2019999999999999,-6.0,-5.9,0.056,,,,,0
Davis Bertans,DAL,30.0,208.28,102.0582,,Latvia,2011,2,42,45,4.6,1.2,0.5,-4.3,0.02,0.086,0.155,0.618,0.065,2022-23,2022,Big (proxy),5.6,2.1,0.6,0.531,0.165,1.0,-1.0,0.0869999999999999,,,,,0
Davon Reed,LAL,28.0,195.58,93.439952,Miami,USA,2017,2,32,43,2.1,1.4,0.5,-14.1,0.031,0.146,0.142,0.471,0.099,2022-23,2022,Wing (proxy),4.4,2.3,1.1,0.624,0.1169999999999999,0.3,-2.3000000000000003,-0.153,,,,,0
Day'Ron Sharpe,BKN,21.0,205.74,120.20188,North Carolina,USA,2021,1,29,48,4.7,4.2,0.8,-8.8,0.168,0.19,0.173,0.581,0.099,2022-23,2022,Big (proxy),6.2,5.0,0.5,0.593,0.205,6.9,-1.5,-0.012,,,,,0
De'Aaron Fox,SAC,25.0,190.5,83.91452,Kentucky,USA,2017,1,5,73,25.0,4.2,6.1,3.1,0.017,0.111,0.288,0.599,0.281,2022-23,2022,Guard (proxy),23.2,3.9,5.6,0.5489999999999999,0.284,-4.4,1.8000000000000007,0.05,,,,,0
De'Andre Hunter,ATL,25.0,203.2,100.243832,Virginia,USA,2019,1,4,67,15.4,4.2,1.4,-0.6,0.021,0.1119999999999999,0.193,0.563,0.059,2022-23,2022,Wing (proxy),13.4,3.3,1.3,0.547,0.1939999999999999,0.7,2.0,0.0159999999999999,,,,,0
De'Anthony Melton,PHI,25.0,187.96,90.7184,Southern California,USA,2018,2,46,77,10.1,4.1,2.6,2.7,0.034,0.114,0.162,0.5660000000000001,0.133,2022-23,2022,Guard (proxy),10.8,4.5,2.7,0.529,0.205,5.6,-0.7000000000000011,0.037,,,,,0
DeAndre Jordan,DEN,34.0,210.82,120.20188,Texas A&M,USA,2008,2,35,39,5.1,5.2,0.9,-8.4,0.094,0.252,0.134,0.731,0.084,2022-23,2022,Big (proxy),4.3,5.5,0.4,0.6409999999999999,0.132,-10.8,0.7999999999999998,0.09,,,,,0
DeAndre Liggins,NOP,30.0,198.12,94.800728,Kentucky,USA,2011,2,53,58,1.7,1.3,0.8,-13.2,0.01,0.1,0.079,0.467,0.091,2017-18,2017,Wing (proxy),2.5,1.7,0.9,0.476,0.1159999999999999,2.8,-0.8,-0.0089999999999999,,,,,0
DeAndre' Bembry,MIL,27.0,195.58,95.25432,St. Joseph's (PA),USA,2016,1,21,56,5.1,2.9,1.2,-0.6,0.042,0.106,0.111,0.601,0.087,2021-22,2021,Wing (proxy),5.7,2.9,2.1,0.57,0.142,0.4,-0.6000000000000005,0.031,,,,,0
DeJuan Blair,WAS,27.0,200.66,122.46984,Pittsburgh,USA,2009,2,37,29,2.1,2.0,0.4,-11.4,0.0969999999999999,0.203,0.172,0.414,0.077,2015-16,2015,Wing (proxy),1.9,1.9,0.1,0.469,0.182,-12.4,0.2000000000000001,-0.0549999999999999,,,,,0
DeJuan Wheat,VAN,25.0,182.88,74.84268,Louisville,USA,1997,2,51,46,4.5,1.0,2.2,-9.9,0.021,0.073,0.206,0.479,0.3289999999999999,1998-99,1998,Guard (proxy),1.7,0.3,0.7,0.504,0.182,-1.6,2.8,-0.025,,,,,0
DeMar DeRozan,CHI,33.0,198.12,99.79024,Southern California,USA,2009,1,9,74,24.5,4.6,5.1,1.5,0.013,0.1159999999999999,0.272,0.5920000000000001,0.222,2022-23,2022,Wing (proxy),27.9,5.2,4.9,0.59,0.308,1.1,-3.3999999999999986,0.0020000000000001,,,,,0
DeMarcus Cousins,DEN,31.0,208.28,122.46984,Kentucky,USA,2010,1,5,48,9.0,5.6,1.5,2.2,0.103,0.281,0.267,0.5670000000000001,0.153,2021-22,2021,Big (proxy),8.9,6.4,1.9,0.537,0.239,-3.2,0.0999999999999996,0.03,,,,,0
DeMarcus Nelson,GSW,23.0,193.04,90.7184,Duke,USA,Undrafted,Undrafted,Undrafted,13,4.1,1.8,1.0,-13.8,0.036,0.113,0.178,0.44,0.12,2008-09,2008,Guard (proxy),,,,,,,,,,,,,0
DeMarre Carroll,HOU,33.0,198.12,97.52228,Missouri,USA,2009,1,27,24,3.6,2.3,1.0,0.0,0.042,0.138,0.148,0.515,0.1159999999999999,2019-20,2019,Wing (proxy),11.1,5.2,1.3,0.546,0.181,1.9,-7.5,-0.031,,,,,0
DeQuan Jones,ORL,23.0,203.2,100.243832,Miami (FL),USA,Undrafted,Undrafted,Undrafted,63,3.7,1.7,0.3,-10.8,0.023,0.122,0.15,0.485,0.03,2012-13,2012,Wing (proxy),,,,,,,,,,,,,0
DeSagana Diop,CHA,31.0,213.36,127.00576,,Senegal,2001,1,8,22,0.7,2.3,0.6,-6.3,0.051,0.193,0.073,0.292,0.087,2012-13,2012,Big (proxy),1.1,3.1,0.9,0.347,0.087,-20.1,-0.4000000000000001,-0.0549999999999999,,,,,0
DeShawn Stevenson,ATL,32.0,195.58,98.883056,,USA,2000,1,23,56,5.1,2.2,0.9,-1.1,0.018,0.103,0.118,0.522,0.063,2012-13,2012,Wing (proxy),2.9,2.0,0.8,0.413,0.096,-6.2,2.2,0.109,,,,,0
Dean Garrett,GSW,35.0,210.82,113.398,Indiana,USA,1988,2,38,34,1.1,1.7,0.1,0.0,0.086,0.2239999999999999,0.153,0.32,0.038,2001-02,2001,Big (proxy),2.5,3.1,0.3,0.511,0.109,-4.1,-1.4,-0.191,,,,,0
Dean Oliver,GSW,24.0,180.34,79.3786,Iowa,USA,Undrafted,Undrafted,Undrafted,15,1.5,1.1,1.5,-9.1,0.088,0.088,0.184,0.3379999999999999,0.418,2002-03,2002,Guard (proxy),2.1,0.4,1.1,0.42,0.185,-16.8,-0.6000000000000001,-0.082,,,,,0
Dean Wade,CLE,26.0,205.74,103.418976,Kansas State,USA,Undrafted,Undrafted,Undrafted,44,4.7,3.4,0.8,6.5,0.023,0.146,0.1,0.55,0.0559999999999999,2022-23,2022,Big (proxy),5.3,2.9,1.0,0.584,0.107,2.0,-0.5999999999999996,-0.0339999999999999,,,,,0
Deandre Ayton,PHX,24.0,213.36,113.398,Arizona,Bahamas,2018,1,1,67,18.0,10.0,1.7,0.0,0.084,0.247,0.231,0.617,0.09,2022-23,2022,Big (proxy),17.2,10.2,1.4,0.6559999999999999,0.217,9.6,0.8000000000000007,-0.0389999999999999,,,,,0
Dedric Willoughby,CHI,26.0,190.5,81.64656,Iowa State,USA,Undrafted,Undrafted,Undrafted,25,7.6,2.0,2.6,-6.0,0.024,0.0969999999999999,0.204,0.472,0.225,1999-00,1999,Guard (proxy),,,,,,,,,,,,,0
Dee Brown,PHX,24.0,182.88,83.91452,Illinois,USA,2006,2,46,19,2.4,1.5,1.9,-5.9,0.0279999999999999,0.098,0.118,0.449,0.185,2008-09,2008,Guard (proxy),1.9,0.8,1.7,0.411,0.141,2.1,0.5,0.038,,,,,0
Deividas Sirvydis,DET,21.0,203.2,86.18248,,Lithuania,2019,2,37,20,2.1,1.5,0.3,-9.7,0.0,0.225,0.15,0.481,0.062,2020-21,2020,Wing (proxy),,,,,,,,,,,,,0
Dejounte Murray,ATL,26.0,195.58,81.64656,Washington,USA,2016,1,29,74,20.5,5.3,6.1,-1.1,0.019,0.127,0.239,0.54,0.239,2022-23,2022,Wing (proxy),21.1,8.3,9.2,0.5329999999999999,0.268,1.9,-0.6000000000000014,0.0070000000000001,,,,,0
Dell Curry,TOR,38.0,195.58,92.98636,Virginia Tech,USA,1986,1,15,56,6.4,1.4,1.1,-0.6,0.0289999999999999,0.081,0.209,0.495,0.12,2001-02,2001,Wing (proxy),6.0,1.2,1.1,0.53,0.206,-3.7,0.4000000000000003,-0.035,,,,,0
Delon Wright,WAS,31.0,195.58,83.91452,Utah,USA,2015,1,20,50,7.4,3.6,3.9,3.2,0.05,0.0969999999999999,0.125,0.581,0.209,2022-23,2022,Wing (proxy),4.4,2.9,2.4,0.5760000000000001,0.1009999999999999,2.8,3.0,0.0049999999999998,,,,,0
Delonte West,DAL,28.0,190.5,81.64656,Saint Joseph's,USA,2004,1,24,44,9.6,2.3,3.2,-0.5,0.0139999999999999,0.092,0.207,0.539,0.2289999999999999,2011-12,2011,Guard (proxy),5.6,1.5,2.7,0.5329999999999999,0.174,-9.2,4.0,0.0060000000000001,,,,,0
Demetris Nichols,CHI,23.0,203.2,97.975872,Syracuse,USA,2007,2,53,14,1.1,0.4,0.1,-23.3,0.0,0.1159999999999999,0.275,0.326,0.045,2007-08,2007,Wing (proxy),,,,,,,,,,,,,0
Demetrius Jackson,PHI,23.0,185.42,91.171992,Notre Dame,USA,2016,2,45,15,1.1,0.8,0.6,-24.1,0.06,0.086,0.156,0.424,0.188,2017-18,2017,Guard (proxy),,,,,,,,,,,,,0
Deng Adel,CLE,22.0,200.66,90.7184,,South Sudan,Undrafted,Undrafted,Undrafted,19,1.7,1.0,0.3,-9.5,0.0139999999999999,0.089,0.0969999999999999,0.424,0.038,2018-19,2018,Wing (proxy),,,,,,,,,,,,,0
Deni Avdija,WAS,22.0,205.74,95.25432,,Israel,2020,1,9,76,9.2,6.4,2.8,-0.8,0.038,0.196,0.165,0.535,0.142,2022-23,2022,Big (proxy),8.4,5.2,2.0,0.536,0.158,-1.0,0.7999999999999989,-0.001,,,,,0
Dennis Rodman,DAL,39.0,200.66,95.25432,Southeastern Oklahoma State,USA,1986,2,27,12,2.8,14.3,1.2,-7.1,0.136,0.351,0.064,0.457,0.046,1999-00,1999,Wing (proxy),2.1,11.2,1.3,0.3879999999999999,0.065,-1.4,0.6999999999999997,0.0690000000000001,,,,,0
Dennis Schroder,LAL,29.0,185.42,78.017824,,Germany,2013,1,17,66,12.6,2.5,4.5,2.8,0.011,0.067,0.183,0.545,0.2019999999999999,2022-23,2022,Guard (proxy),13.5,3.3,4.6,0.539,0.223,-1.0,-0.9000000000000004,0.006,,,,,0
Dennis Scott,VAN,31.0,203.2,103.872568,Georgia Tech,USA,1990,1,4,66,5.6,1.6,1.0,-6.5,0.015,0.091,0.14,0.515,0.089,1999-00,1999,Wing (proxy),6.5,1.6,1.1,0.516,0.157,-0.1,-0.9000000000000004,-0.001,,,,,0
Dennis Smith Jr.,CHA,25.0,187.96,92.98636,North Carolina State,USA,2017,1,9,54,8.8,3.1,4.8,-2.6,0.018,0.093,0.175,0.475,0.275,2022-23,2022,Guard (proxy),5.6,2.4,3.6,0.474,0.173,-9.8,3.200000000000001,0.001,,,,,0
Denzel Valentine,UTA,28.0,193.04,99.79024,Michigan State,USA,2016,1,14,24,2.9,1.8,0.5,-5.1,0.04,0.15,0.15,0.523,0.074,2021-22,2021,Guard (proxy),6.5,3.2,1.7,0.479,0.19,1.0,-3.6,0.044,,,,,0
Deonte Burton,OKC,26.0,193.04,108.86208,Iowa State,USA,Undrafted,Undrafted,Undrafted,39,2.7,1.5,0.4,-12.7,0.017,0.119,0.173,0.396,0.076,2019-20,2019,Guard (proxy),2.6,0.9,0.3,0.47,0.159,4.3,0.1,-0.0739999999999999,,,,,0
DerMarr Johnson,DEN,27.0,205.74,95.25432,Cincinnati,USA,2000,1,6,39,3.5,1.5,0.4,-6.1,0.025,0.122,0.188,0.414,0.068,2006-07,2006,Big (proxy),6.1,1.7,0.9,0.545,0.179,-1.9,-2.6,-0.131,,,,,0
Derek Anderson,CHA,33.0,195.58,88.45044,Kentucky,USA,1997,1,13,28,5.0,1.9,1.6,-13.0,0.024,0.126,0.193,0.497,0.215,2007-08,2007,Wing (proxy),8.0,2.3,2.7,0.586,0.153,0.4,-3.0,-0.0889999999999999,,,,,0
Derek Fisher,OKC,39.0,185.42,95.25432,Arkansas-Little Rock,USA,1996,1,24,81,5.2,1.5,1.4,9.1,0.01,0.088,0.139,0.542,0.12,2013-14,2013,Guard (proxy),5.3,1.1,1.4,0.492,0.168,6.5,-0.0999999999999996,0.05,,,,,0
Derek Harper,LAL,37.0,193.04,93.439952,Illinois,USA,1983,1,11,45,6.9,1.5,4.2,-2.6,0.0139999999999999,0.052,0.143,0.506,0.255,1998-99,1998,Guard (proxy),8.6,1.6,3.5,0.491,0.179,-0.4,-1.6999999999999993,0.015,,,,,0
Derek Strong,LAC,33.0,205.74,108.86208,Xavier,USA,1990,2,47,28,4.2,3.9,0.3,-3.4,0.08,0.18,0.148,0.4429999999999999,0.023,2000-01,2000,Big (proxy),2.7,2.2,0.2,0.499,0.177,-8.3,1.5,-0.0560000000000001,,,,,0
Deron Williams,CLE,33.0,190.5,90.7184,Illinois,USA,2005,1,3,64,11.0,2.3,5.6,-2.8,0.009,0.096,0.2239999999999999,0.541,0.35,2016-17,2016,Guard (proxy),14.1,2.9,5.8,0.53,0.221,0.4,-3.1,0.011,,,,,0
Derrick Brown,CHA,24.0,203.2,105.68693600000002,Xavier,USA,2009,2,40,65,8.1,3.6,1.0,-14.8,0.073,0.118,0.1689999999999999,0.556,0.086,2011-12,2011,Wing (proxy),3.8,2.0,0.7,0.588,0.153,-4.3,4.3,-0.0319999999999999,,,,,0
Derrick Caracter,LAL,23.0,205.74,124.7378,Texas-El Paso,USA,2010,2,58,41,2.0,1.0,0.2,-8.4,0.109,0.122,0.196,0.532,0.054,2010-11,2010,Big (proxy),,,,,,,,,,,,,0
Derrick Coleman,PHI,37.0,208.28,122.46984,Syracuse,USA,1990,1,1,34,8.0,5.6,1.4,-5.4,0.066,0.216,0.192,0.471,0.095,2003-04,2003,Big (proxy),9.4,7.0,1.4,0.525,0.173,6.3,-1.4000000000000004,-0.054,,,,,0
Derrick Dial,TOR,26.0,193.04,83.46092800000001,Eastern Michigan,USA,1998,2,52,32,3.2,1.8,1.1,4.2,0.048,0.158,0.226,0.387,0.211,2001-02,2001,Guard (proxy),2.6,1.2,0.6,0.466,0.24,9.8,0.6000000000000001,-0.079,,,,,0
Derrick Favors,OKC,30.0,205.74,120.20188,Georgia Tech,USA,2010,1,3,39,5.3,4.7,0.6,-11.0,0.079,0.178,0.131,0.534,0.061,2021-22,2021,Big (proxy),5.4,5.5,0.6,0.6629999999999999,0.125,2.6,-0.1000000000000005,-0.1289999999999999,,,,,0
Derrick Jones Jr.,CHI,26.0,198.12,95.25432,UNLV,USA,Undrafted,Undrafted,Undrafted,64,5.0,2.4,0.5,6.7,0.069,0.098,0.138,0.597,0.052,2022-23,2022,Wing (proxy),5.6,3.3,0.6,0.633,0.119,2.7,-0.5999999999999996,-0.036,,,,,0
Derrick McKey,PHI,35.0,208.28,109.315672,Alabama,USA,1987,1,9,41,2.9,3.1,1.1,0.6,0.073,0.121,0.091,0.4639999999999999,0.093,2001-02,2001,Big (proxy),2.2,2.7,1.1,0.49,0.094,-1.2,0.6999999999999997,-0.026,,,,,0
Derrick Rose,NYK,34.0,190.5,90.7184,Memphis,USA,2008,1,1,27,5.6,1.5,1.7,-3.5,0.022,0.0819999999999999,0.22,0.4629999999999999,0.208,2022-23,2022,Guard (proxy),12.0,3.0,4.0,0.541,0.217,5.8,-6.4,-0.0780000000000001,,,,,0
